Location,Name,Frequency,Duplex,Offset,Tone,rToneFreq,cToneFreq,DtcsCode,DtcsPolarity,RxDtcsCode,CrossMode,Mode,TStep,Skip,Power,Comment,URCALL,RPT1CALL,RPT2CALL,DVCODE
173,Mt Ginini,438.050000,-,7.000000,TSQL,88.5,91.5,023,NN,023,Tone->Tone,FM,5.00,,50W,"VK1RGI near Canberra, None",,,,
174,Mt. Maurice,438.050000,-,5.000000,,88.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,50W,"VK4RGT near Gladstone, Queensland OPEN",,,,
175,Mt Perseverance,438.050000,-,5.000000,Tone,91.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,50W,"VK4RZD near Toowoomba, Queensland OPEN",,,,
176,Ben Lomond,438.050000,-,7.000000,,88.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,50W,"VK7RBL near Launceston, Tasmania OPEN",,,,
177,Somersby,438.075000,-,7.000000,Tone,91.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,50W,"VK2RAG near Gosford, New South Wales OPEN",,,,
178,Mt Yarrahapinni,438.075000,-,5.000000,,88.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,50W,"VK2RMY near Macksville, New South Wales OPEN",,,,
179,Wilkes Knob,438.075000,-,5.000000,Tone,91.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,50W,"VK4RSC near Caloundra, Queensland OPEN",,,,
180,VK4RZA,438.100000,-,7.000000,Tone,91.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,50W,"VK4RZA near Springbrook, Queensland OPEN",,,,
181,Narre Warren,438.125000,-,5.400000,,88.5,88.5,023,NN,023,Tone->Tone,DV,5.00,,50W,"VK3RMC near Dandenong Sth, Victoria OPEN",,,,
182,VK2RMU,438.125000,-,5.000000,Tone,91.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,50W,"VK2RMU near Nowra Hill, New South Wales OPEN",,,,
183,Paps,438.125000,-,5.000000,,88.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,50W,"VK3RLE near Mansfield, Victoria OPEN",,,,
184,Wilkes Knob,438.125000,-,5.000000,Tone,91.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,50W,"VK4RZC near Caloundra, Queensland OPEN",,,,
185,VK6RWN,438.175000,-,5.400000,,88.5,88.5,023,NN,023,Tone->Tone,DV,5.00,,50W,"VK6RWN near Roleystone, Western Australia OPEN",,,,
186,Terrey Hills,438.175000,-,5.000000,Tone,91.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,50W,"VK2RMB near Sydney, New South Wales OPEN",,,,
187,Devil's River,438.175000,-,5.000000,Tone,123.0,88.5,023,NN,023,Tone->Tone,FM,5.00,,50W,"VK3RUG near Eildon, Victoria OPEN Repeater CTCSS 123.0Hz",,,,
188,Mt Wombat,438.200000,-,5.400000,,88.5,88.5,023,NN,023,Tone->Tone,DV,5.00,,50W,"VK3RGV near Euroa, Victoria OPEN",,,,
189,Mt Coot-tha,438.200000,-,7.000000,Tone,91.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,50W,"VK4RZB near Constitution Hill, Queensland OPEN",,,,
190,Winter Hill,438.225000,-,5.400000,,88.5,88.5,023,NN,023,Tone->Tone,DV,5.00,,50W,"VK5REX near Port Lincoln, South Australia OPEN",,,,
191,Maddens Plains,438.725000,-,5.000000,Tone,123.0,88.5,023,NN,023,Tone->Tone,FM,5.00,,50W,"VK2RMP near Austinmer, New South Wales OPEN",,,,
192,Olinda,438.225000,-,5.000000,Tone,91.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,50W,"VK3RMS near Sassafras, Victoria OPEN",,,,
193,Mt Archer,438.225000,-,5.000000,TSQL,88.5,91.5,023,NN,023,Tone->Tone,FM,5.00,,50W,"VK4RAR near Rockhampton, Queensland OPEN",,,,
194,Mt Stuart,438.225000,-,5.000000,Tone,91.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,50W,"VK4RAT near Townsville, Queensland OPEN",,,,
195,Mt Gravatt,438.275000,-,7.000000,Tone,91.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,50W,"VK4RBR near Brisbane, Queensland OPEN cbrsvk4wie@gmail.com",,,,
196,Olinda,438.300000,-,5.400000,,88.5,88.5,023,NN,023,Tone->Tone,DV,5.00,,50W,"VK3RWN near Sassafras, Victoria OPEN",,,,
197,Mt Tamborine,438.312500,-,5.400000,,88.5,88.5,023,NN,023,Tone->Tone,DV,12.50,,50W,"VK4RDK near Tamborine Mountain, Queensland OPEN",,,,
198,Somersby,438.325000,-,5.400000,,88.5,88.5,023,NN,023,Tone->Tone,DV,5.00,,50W,"VK2RAG near Gosford, New South Wales OPEN Module B static TG - REF023 C Module C static TG - REF001 C https://vk2rag.dstargateway.org/",,,,
199,Mt Gray,438.325000,-,5.000000,,88.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,50W,"VK2RGN near Goulburn, New South Wales OPEN",,,,
200,Kangaroo Ground,438.325000,-,5.000000,TSQL,88.5,91.5,023,NN,023,Tone->Tone,FM,5.00,,50W,"VK3RMH near Etham, Victoria OPEN",,,,
201,Wamuran,438.325000,-,5.000000,Tone,91.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,50W,"VK4RRC near Mount Mee, Queensland OPEN",,,,
202,Wongawallan,438.350000,-,5.400000,,88.5,88.5,023,NN,023,Tone->Tone,DV,5.00,,50W,"VK4RDW near Gold Coast, Queensland OPEN",,,,
203,Lawson,438.375000,-,5.000000,TSQL,88.5,91.5,023,NN,023,Tone->Tone,FM,5.00,,50W,"VK2RBM near Blue Mountains, New South Wales OPEN",,,,
204,Mt Carrajung,438.375000,-,5.000000,TSQL,88.5,91.5,023,NN,023,Tone->Tone,FM,5.00,,50W,"VK3RGU near Traralgon, Victoria OPEN",,,,
205,Raymonds Hill,438.375000,-,5.000000,Tone,91.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,50W,"VK4RWM near Ipswich, Queensland OPEN",,,,
206,Range Rd,438.400000,-,5.400000,,88.5,88.5,023,NN,023,Tone->Tone,DV,5.00,,50W,"VK5RWN near Banksia Park, South Australia OPEN",,,,
207,Hillside,438.400000,-,5.000000,Tone,123.0,88.5,023,NN,023,Tone->Tone,FM,5.00,,50W,"VK3RFY near Melbourne North West, Victoria OPEN",,,,
208,VK2RCN,438.425000,-,5.000000,,88.5,88.5,023,NN,023,Tone->Tone,DMR,5.00,,50W,"VK2RCN near Telegraph Point, New South Wales OPEN",,,,
209,Mt Moliagul No1,438.425000,-,5.000000,TSQL,88.5,91.5,023,NN,023,Tone->Tone,FM,5.00,,50W,"VK3RCU near Wedderburn, Victoria OPEN",,,,
210,The Knobby,438.425000,-,5.000000,Tone,123.0,88.5,023,NN,023,Tone->Tone,FM,5.00,,50W,"VK4RAI near Ipswich, Queensland OPEN",,,,
211,Carlingford Court Shopping Centre,438.450000,-,5.000000,TSQL,88.5,91.5,023,NN,023,Tone->Tone,FM,5.00,,50W,"VK2RCF near Carlingford, New South Wales OPEN P25 - NAC 293",,,,
212,Mt Crawney,438.475000,-,7.000000,,88.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,50W,"VK2RAB near Wallabadah, New South Wales OPEN",,,,
213,Mt Hollowback,438.475000,-,7.000000,TSQL,88.5,91.5,023,NN,023,Tone->Tone,FM,5.00,,50W,"VK3RBU near Ballarat, Victoria OPEN",,,,
214,Hodgson Range,438.500000,-,5.000000,,88.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,50W,"VK4RHR near Clermont, Queensland OPEN",,,,
215,O'Briens Mtn,438.500000,-,5.000000,Tone,91.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,50W,"VK4RLW near Ipswich, Queensland OPEN",,,,
216,Barren Tier,438.500000,-,5.000000,,88.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,50W,"VK7RIN near Miena, Tasmania OPEN",,,,
217,Middle Brother,438.525000,-,5.000000,Tone,123.0,88.5,023,NN,023,Tone->Tone,FM,5.00,,50W,"VK2RPM near Kew, New South Wales OPEN",,,,
218,Dural,438.525000,-,5.000000,TSQL,88.5,91.5,023,NN,023,Tone->Tone,FM,5.00,,50W,"VK2RWI near Sydney, None",,,,
219,Mt Stanley,438.525000,-,5.000000,,88.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,50W,"VK3RNU near Stanley, Victoria OPEN",,,,
220,Merbein,438.525000,-,5.000000,TSQL,88.5,91.5,023,NN,023,Tone->Tone,FM,5.00,,50W,"VK3RRU near Mildura, Victoria OPEN",,,,
221,Moresby Ranges,439.900000,-,5.000000,,88.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,50W,"VK6RGN near Geraldton, Western Australia OPEN",,,,
222,West Gap,438.525000,-,5.000000,Tone,91.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,50W,"VK8RIT near Alice Springs, Northern Territory OPEN",,,,
223,Mt Arthur,438.550000,-,7.000000,,88.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,50W,"VK7RJG near Launceston, Tasmania OPEN No tone local but 141.3 to link VK7RAF",,,,
224,Mt Kaputar,438.575000,-,7.000000,,88.5,88.5,023,NN,023,Tone->Tone,DMR,5.00,,50W,"VK2RNW near Narrabri, New South Wales OPEN",,,,
225,Dural,438.600000,-,5.000000,,88.5,88.5,023,NN,023,Tone->Tone,DMR,5.00,,50W,"VK2RWI near Sydney, None  TG505 Static on TS2 Dynamic groups will auto disconnect after 15 minutes of no use.",,,,
226,Black Mtn,438.600000,-,5.000000,,88.5,88.5,023,NN,023,Tone->Tone,DMR,5.00,,50W,"VK4RBY near Mackay, None OPEN Uses Mobile Data, so limited use if possible until Wi-Fi link commissioned.",,,,
227,Mt Duncan,438.600000,-,5.000000,Tone,141.3,88.5,023,NN,023,Tone->Tone,FM,5.00,,50W,"VK7RMD near Penguin, Tasmania OPEN Unilab Radio with 8 phased dipole array.",,,,
228,Mt Sugarloaf,438.625000,-,7.000000,,88.5,88.5,023,NN,023,Tone->Tone,DMR,5.00,,50W,"VK2RUM near Brunkerville, New South Wales OPEN Gencom Site 1",,,,
229,St Greg’s School,438.650000,-,7.000000,TSQL,88.5,91.5,023,NN,023,Tone->Tone,FM,5.00,,50W,"VK2RFG near Gregory Hills, New South Wales OPEN",,,,
230,VK6RBY,438.650000,-,5.000000,Tone,123.0,88.5,023,NN,023,Tone->Tone,FM,5.00,,50W,"VK6RBY near Harvey, Western Australia OPEN",,,,
231,Table Cape,438.650000,-,5.000000,Tone,141.3,88.5,023,NN,023,Tone->Tone,FM,5.00,,50W,"VK7RAC near Wynyard, Tasmania OPEN",,,,
232,Mt Sugarloaf,438.675000,-,5.000000,,88.5,88.5,023,NN,023,Tone->Tone,DMR,5.00,,50W,"VK2RNC near West Wallsend, New South Wales OPEN NBN TV Site",,,,
233,Mt Nardi,438.675000,-,5.000000,Tone,123.0,88.5,023,NN,023,Tone->Tone,FM,5.00,,50W,"VK2RPL near Lismore, New South Wales OPEN",,,,
234,Mt William,438.675000,-,5.000000,Tone,91.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,50W,"VK3RWU near Ararat, Victoria OPEN",,,,
235,Mt Kiangarow,438.700000,-,5.000000,TSQL,88.5,91.5,023,NN,023,Tone->Tone,FM,5.00,,50W,"VK4RET near Bunya Mountains, None",,,,
236,Gagebrook,438.700000,-,5.000000,,88.5,88.5,023,NN,023,Tone->Tone,DMR,5.00,,50W,"VK7RAK near Hobart, Tasmania OPEN",,,,
237,Mt Canobolas,438.725000,-,5.000000,,88.5,88.5,023,NN,023,Tone->Tone,DMR,5.00,,50W,"VK2RAO near Orange, New South Wales OPEN",,,,
238,Maddens Plains,438.725000,-,5.000000,Tone,123.0,88.5,023,NN,023,Tone->Tone,DMR,5.00,,50W,"VK2RMP near Austinmer, New South Wales OPEN TG TS2 5025.",,,,
239,Wanneroo,438.725000,-,5.000000,Tone,123.0,88.5,023,NN,023,Tone->Tone,FM,5.00,,50W,"VK6RNA near Perth, Western Australia OPEN",,,,
240,Olinda,438.750000,-,7.000000,Tone,88.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,50W,"VK3RHF near Melbourne East, Victoria OPEN",,,,
241,Logan,438.750000,-,5.000000,,88.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,50W,"VK4RLB near Brisbane South, Queensland OPEN",,,,
242,Mt Goonaneman,438.775000,-,5.000000,,88.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,50W,"VK4RBU near Hervey Bay, Queensland OPEN",,,,
243,O'Rourkes House,439.275000,-,5.000000,Tone,91.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,50W,"VK4RDD near Toowoomba, Queensland OPEN",,,,
244,Kariong,439.300000,-,5.000000,,88.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,50W,"VK2RTG near Gosford, New South Wales OPEN",,,,
245,O'Briens Mtn,439.300000,-,5.000000,Tone,91.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,50W,"VK4RSM near Ipswich, Queensland OPEN",,,,
246,Sans Souci,439.325000,-,5.000000,Tone,91.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,50W,"VK2RSV near Sydney, New South Wales OPEN",,,,
247,Narre Warren,438.712500,-,7.000000,,88.5,88.5,023,NN,023,Tone->Tone,DMR,12.50,,50W,"VK3RMC near Dandenong Sth, Victoria OPEN",,,,
248,Mt Big Ben,439.425000,-,5.000000,,88.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,50W,"VK3RNE near Yackandandah, Victoria OPEN",,,,
249,VK3RGW,438.425000,-,7.000000,Tone,91.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,50W,"VK3RGW near Cranbourne, Victoria OPEN",,,,
250,Mt Taylor,439.525000,-,5.000000,Tone,91.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,50W,"VK3RTU near Bairnsdale, Victoria OPEN",,,,
251,Wilkes Knob,439.625000,-,5.000000,Tone,123.0,88.5,023,NN,023,Tone->Tone,FM,5.00,,50W,"VK4RNC near Caloundra, Queensland OPEN",,,,
252,Sarina,439.625000,-,5.000000,TSQL,88.5,91.5,023,NN,023,Tone->Tone,FM,5.00,,50W,"VK4RSA near Mackay South, Queensland OPEN",,,,
253,Gwynne Hill,439.650000,-,5.000000,Tone,123.0,88.5,023,NN,023,Tone->Tone,FM,5.00,,50W,"VK2RWB near Yarrawonga, New South Wales OPEN",,,,
254,CBD,438.575000,-,7.000000,Tone,91.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,50W,"VK3RHD near Horsham, None",,,,
255,Mt Cottrell,439.725000,-,5.000000,,88.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,50W,"VK3RPS near Melbourne West, Victoria OPEN",,,,
256,Horsley Park,439.750000,-,5.000000,Tone,91.5,88.5,023,NN,023,Tone->Tone,DMR,5.00,,50W,"VK2RHP near Sydney, New South Wales OPEN Stand alone DMR repeater - may be aligned with Brandmeiser TG/TS setup TG9",,,,
257,Cabbage Tree Mtn,439.775000,-,5.000000,,88.5,88.5,023,NN,023,Tone->Tone,DMR,5.00,,50W,"VK2RGL near Bulahdelah, New South Wales OPEN",,,,
258,Mt Wombat,439.775000,-,5.000000,Tone,123.0,88.5,023,NN,023,Tone->Tone,FM,5.00,,50W,"VK3RGV near Euroa, Victoria OPEN",,,,
259,Watalgan,439.775000,-,5.000000,,88.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,50W,"VK4RBW near Bundaberg, Queensland OPEN",,,,
260,Governor Phillip Tower,439.800000,-,5.000000,Tone,91.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,50W,"VK2RCG near Sydney, New South Wales OPEN",,,,
261,Mt St Leonard,439.800000,-,5.000000,TSQL,88.5,91.5,023,NN,023,Tone->Tone,FM,5.00,,50W,"VK3RMU near Healesville, Victoria OPEN",,,,
262,Lady Larcom,439.800000,-,5.000000,Tone,91.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,50W,"VK4RGL near Gladstone, Queensland OPEN",,,,
263,Roleystone,439.800000,-,5.000000,Tone,123.0,88.5,023,NN,023,Tone->Tone,FM,5.00,,50W,"VK6RAP near Perth, Western Australia OPEN",,,,
264,Mt Macedon,439.825000,-,5.000000,Tone,91.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,50W,"VK3RMM near Mount Macedon, None",,,,
265,Willunga Hill,439.825000,-,5.000000,,88.5,88.5,023,NN,023,Tone->Tone,DN,5.00,,50W,"VK5RSV near Willunga Hill, South Australia OPEN",,,,
266,Arthur's Seat,439.850000,-,5.000000,Tone,91.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,50W,"VK3RPU near Rosebud, Victoria OPEN",,,,
267,VK5RPL,439.850000,-,5.000000,,88.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,50W,"VK5RPL near North Side Hill, South Australia OPEN",,,,
268,Portable,439.875000,-,5.000000,Tone,91.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,50W,"VK2RAH near WICEN, New South Wales OPEN P25 - NAC 293",,,,
269,Mt Major,439.875000,-,5.000000,,88.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,50W,"VK3RDU near Shepparton, Victoria OPEN",,,,
270,Narre Warren,439.875000,-,5.000000,Tone,91.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,50W,"VK3RMC near Dandenong Sth, Victoria OPEN",,,,
271,Banana Range,439.875000,-,5.000000,,88.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,50W,"VK4RCQ near Biloela, Queensland OPEN",,,,
272,VK5RSB,439.900000,-,5.000000,Tone,91.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,50W,"VK5RSB near Summertown, South Australia OPEN",,,,
273,Mars Hill,439.900000,-,5.000000,,88.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,50W,"VK2RSM near Adaminaby, New South Wales OPEN",,,,
274,Glen Waverley,439.900000,-,5.000000,,88.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,50W,"VK3RSE near Melbourne East, Victoria OPEN",,,,
275,Bones knob,439.900000,-,5.000000,,88.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,50W,"VK4RBK near Tolga, Queensland OPEN",,,,
276,Chatswood,439.925000,-,5.000000,,88.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,50W,"VK2RON near Sydney, New South Wales OPEN",,,,
277,Raymonds Hill,439.925000,-,5.000000,Tone,91.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,50W,"VK4RWM near Ipswich, Queensland OPEN",,,,
278,VK5RAD,439.925000,-,5.000000,,88.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,50W,"VK5RAD near Crafers, South Australia OPEN",,,,
279,Isaacs Ridge,439.950000,-,5.000000,Tone,91.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,50W,"VK1RBM near Canberra, Australian Capital Territory OPEN",,,,
280,Burroway Hill,439.950000,-,5.000000,,88.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,50W,"VK2RDD near Dubbo, New South Wales OPEN",,,,
281,Parrots Nest,439.950000,-,5.000000,Tone,123.0,88.5,023,NN,023,Tone->Tone,FM,5.00,,50W,"VK2RSC near Lismore, New South Wales OPEN",,,,
282,Mt Broughton,439.950000,-,5.000000,,88.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,50W,"VK3RMG near Yea, Victoria OPEN",,,,
283,Lower Light,439.950000,-,5.000000,,88.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,50W,"VK5ROC near Gawler West, South Australia OPEN",,,,
284,Mt Barker,439.950000,-,5.000000,,88.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,50W,"VK6RAA near Albany, Western Australia OPEN",,,,
285,Mt Nelson,439.750000,-,7.000000,TSQL,88.5,141.3,023,NN,023,Tone->Tone,FM,5.00,,50W,"VK7RDS near Kingston, Tasmania OPEN",,,,
286,Chatswood,438.350000,-,5.400000,,88.5,88.5,023,NN,023,Tone->Tone,DMR,5.00,,50W,"VK2RHT near Sydney, New South Wales OPEN",,,,
287,Wyee,438.125000,-,5.400000,,88.5,88.5,023,NN,023,Tone->Tone,DMR,5.00,,50W,"VK2RHK near Doyalson, New South Wales OPEN",,,,
288,Kroombit Tops,147.375000,+,0.600000,Tone,91.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,50W,"VK4RGA near Biloela, Queensland OPEN",,,,
289,Governor Phillip Tower,438.775000,-,5.000000,,88.5,88.5,023,NN,023,Tone->Tone,DV,5.00,,50W,"VK2RBV near Sydney, New South Wales OPEN",,,,
290,Upwey,146.825000,-,0.600000,Tone,94.8,88.5,023,NN,023,Tone->Tone,FM,5.00,,50W,"VK3RAJ near Ferntree Gully, Victoria OPEN",,,,
291,Upwey,439.750000,-,5.000000,Tone,91.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,50W,"VK3RAJ near Ferntree Gully, Victoria OPEN",,,,
292,Water Tower,146.887500,-,0.600000,,88.5,88.5,023,NN,023,Tone->Tone,DV,12.50,,50W,"VK3RSD near Upwey, Victoria OPEN",,,,
293,Water Tower,145.175000,,0.000000,,88.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,50W,"VK3RSA near Emerald, Victoria OPEN",,,,
